Наименование;Раздел;Страна производитель;Обозначение ;Рабочая среда;Температура рабочей среды, °С;Температура окружающего воздуха, °С;Климатическое исполнение;Класс герметичности;Приемка;Назначенный срок службы, лет;Назначенный ресурс, циклов;Наработка на отказ, циклов;Гарантия;Тип крана;Тип прохода;Вид проходимости;Тип присоединения;Тип привода;Диаметр DN, мм;Давление PN, кгс/см²;Материал корпуса;Масса, кг, не более;Цена закупки;Цена без НДС;Срок изготовления;;;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 20 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.М.Р.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Муфтовое;Ручной;20;16;Углеродистая сталь;1;По запросу;3060;Под заказ;;;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 25 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.М.Р.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Муфтовое;Ручной;25;16;Углеродистая сталь;1,3;По запросу;3160;Под заказ;;;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 32 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.М.Р.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Муфтовое;Ручной;32;16;Углеродистая сталь;2;По запросу;6330;Под заказ;;;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 40 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.М.Р.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Муфтовое;Ручной;40;16;Углеродистая сталь;3;По запросу;7920;Под заказ;;;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 50 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.М.Р.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Муфтовое;Ручной;50;16;Углеродистая сталь;5,7;По запросу;8710;Под заказ;;;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 65 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.М.Р.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Муфтовое;Ручной;65;16;Углеродистая сталь;8,6;По запросу;11080;Под заказ;;;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 80 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.М.Р.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Муфтовое;Ручной;80;16;Углеродистая сталь;9,5;По запросу;14720;Под заказ;;;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 10 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.ШН.Р.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Штуцерно-ниппельное;Ручной;10;16;Углеродистая сталь;0,7;По запросу;3860;Под заказ;;;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 15 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.ШН.Р.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Штуцерно-ниппельное;Ручной;15;16;Углеродистая сталь;1,1;По запросу;3980;Под заказ;;;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 20 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.ШН.Р.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Штуцерно-ниппельное;Ручной;20;16;Углеродистая сталь;1,7;По запросу;4360;Под заказ;;;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 25 PN 1,6 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.ШН.Р.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Штуцерно-ниппельное;Ручной;25;16;Углеродистая сталь;2,5;По запросу;4990;Под заказ;;;
